question,answer,is_correct
What title did Emil Wiechert achieve by 1896?,Professor,True
What title did Emil Wiechert achieve by 1896?,Director of the Royal Society for the Advancement of Science.,False
What title did Emil Wiechert achieve by 1896?,Director of a scientific institute.,False
What title did Emil Wiechert achieve by 1896?,Fellow of the Royal Society.,False
What title did Emil Wiechert achieve by 1896?,Distinguished Fossil Hunter.,False
What title did Emil Wiechert achieve by 1896?,Professor Extraordinary.,False
What title did Emil Wiechert achieve by 1896?,Distinguished Researcher.,False
What title did Emil Wiechert achieve by 1896?,F.R.A.S. (Fellow of the Royal Astronomical Society),False
What title did Emil Wiechert achieve by 1896?,Honorary Professor of Physics.,False
What title did Emil Wiechert achieve by 1896?,Director of the Geological Institute.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Berlin Academy of Science,True
Which academy named Emil Wiechert as a corresponding member in 1912?,Paris Academy of Fine Arts.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Göttingen Academy of Sciences.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Prussian Academy of Science.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Royal Academy of Sciences in Turin.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Leibniz Academy of Science.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,French Academy of Sciences.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Academy of Sciences in Copenhagen.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Swedish Royal Academy of Sciences.,False
Which academy named Emil Wiechert as a corresponding member in 1912?,Swedish Academy.,False
In what year was Thomas Klestil first elected as president of Austria?,1992,True
In what year was Thomas Klestil first elected as president of Austria?,1989.,False
In what year was Thomas Klestil first elected as president of Austria?,1988.,False
In what year was Thomas Klestil first elected as president of Austria?,1987.,False
In what year was Thomas Klestil first elected as president of Austria?,1995.,False
In what year was Thomas Klestil first elected as president of Austria?,1972.,False
In what year was Thomas Klestil first elected as president of Austria?,1991.,False
In what year was Thomas Klestil first elected as president of Austria?,1975.,False
In what year was Thomas Klestil first elected as president of Austria?,1990.,False
In what year was Thomas Klestil first elected as president of Austria?,1966.,False
How many terms did Thomas Klestil serve as president of Austria?,Two,True
How many terms did Thomas Klestil serve as president of Austria?,Four.,False
How many terms did Thomas Klestil serve as president of Austria?,Seven terms.,False
How many terms did Thomas Klestil serve as president of Austria?,Five terms.,False
How many terms did Thomas Klestil serve as president of Austria?,"One term only, he lost the next election in a runoff.",False
How many terms did Thomas Klestil serve as president of Austria?,Three.,False
How many terms did Thomas Klestil serve as president of Austria?,One.,False
How many terms did Thomas Klestil serve as president of Austria?,Six.,False
How many terms did Thomas Klestil serve as president of Austria?,11 years.,False
How many terms did Thomas Klestil serve as president of Austria?,Five.,False
Where was Thomas Klestil born?,Vienna,True
Where was Thomas Klestil born?,Graz.,False
Where was Thomas Klestil born?,Salzburg.,False
Where was Thomas Klestil born?,"Zadar, Croatia.",False
Where was Thomas Klestil born?,Klagenfurt.,False
Where was Thomas Klestil born?,Munich.,False
Where was Thomas Klestil born?,Innsbruck.,False
Where was Thomas Klestil born?,Zürich.,False
Where was Thomas Klestil born?,Prague.,False
Where was Thomas Klestil born?,Bratislava.,False
Where was Thomas Klestil buried?,Vienna's Central Cemetery (Zentralfriedhof),True
Where was Thomas Klestil buried?,Vienna's Imperial Crypt (Zentralkrypta der k.k. Hof- und Staatsarchiv).,False
Where was Thomas Klestil buried?,Schönbrunn Palace.,False
Where was Thomas Klestil buried?,On a small island in the Danube river.,False
Where was Thomas Klestil buried?,In the garden of the Imperial Palace.,False
Where was Thomas Klestil buried?,Vienna's St. Stephen's Cathedral.,False
Where was Thomas Klestil buried?,The Ringstrasse.,False
Where was Thomas Klestil buried?,In a private mausoleum on his family estate.,False
Where was Thomas Klestil buried?,The historic St. Stephen's Cathedral in Vienna.,False
Where was Thomas Klestil buried?,Laxenburg Palace.,False
What notable dignitary attended Thomas Klestil's funeral?,Vladimir Putin,True
What notable dignitary attended Thomas Klestil's funeral?,Henry Kissinger.,False
What notable dignitary attended Thomas Klestil's funeral?,Helmut Kohl.,False
What notable dignitary attended Thomas Klestil's funeral?,The funeral was attended by the King of Sweden.,False
What notable dignitary attended Thomas Klestil's funeral?,Mikhail Gorbachev.,False
What notable dignitary attended Thomas Klestil's funeral?,Nicolas Sarkozy.,False
What notable dignitary attended Thomas Klestil's funeral?,"Kurt Waldheim, then Secretary-General of the United Nations.",False
What notable dignitary attended Thomas Klestil's funeral?,Alexander Haig.,False
What notable dignitary attended Thomas Klestil's funeral?,Nelson Mandela.,False
What notable dignitary attended Thomas Klestil's funeral?,Pope John Paul II.,False
What is the nationality of Michaela Dorfmeister?,Austrian,True
What is the nationality of Michaela Dorfmeister?,German.,False
What is the nationality of Michaela Dorfmeister?,Swiss.,False
What is the nationality of Michaela Dorfmeister?,Belgian.,False
What is the nationality of Michaela Dorfmeister?,Czech.,False
What is the nationality of Michaela Dorfmeister?,Croatian.,False
What is the nationality of Michaela Dorfmeister?,Slovenian.,False
What is the nationality of Michaela Dorfmeister?,Canadian.,False
What is the nationality of Michaela Dorfmeister?,Slovak.,False
What is the nationality of Michaela Dorfmeister?,Finnish.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,Downhill and super-G,True
In which skiing disciplines did Michaela Dorfmeister specialize?,Slalom and giant slalom.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,Freestyle skiing and Nordic combined.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,Alpine slalom and giant slalom.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,Nordic Combined.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,"Slalom, Giant Slalom, and Super Giant Slalom.",False
In which skiing disciplines did Michaela Dorfmeister specialize?,Giant slalom and slalom.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,Slalom and Giant Slalom.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,Super-G and combined.,False
In which skiing disciplines did Michaela Dorfmeister specialize?,Freestyle skiing.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1991,True
In what year did Michaela Dorfmeister enter her first World Cup race?,1987.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1992.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1989.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1988.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1990.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1993.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1994.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1995.,False
In what year did Michaela Dorfmeister enter her first World Cup race?,1985.,False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,Downhill and super-G,True
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,Biathlon events.,False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,"Downhill, super-G, and slalom.",False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,Slalom and Giant Slalom.,False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,"Slalom, giant slalom, and combined.",False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,"Nordic Combined, Moguls, and Super Combined.",False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,"Michaela Dorfmeister won gold medals in slalom, giant slalom and the combined event",False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,Slalom and giant slalom.,False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,"Alpine combined, Nordic combined.",False
In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,Downhill and cross-country skiing.,False
How many downhill victories did Michaela Dorfmeister have in her career?,7,True
How many downhill victories did Michaela Dorfmeister have in her career?,13.,False
How many downhill victories did Michaela Dorfmeister have in her career?,5.,False
How many downhill victories did Michaela Dorfmeister have in her career?,9 downhill victories.,False
How many downhill victories did Michaela Dorfmeister have in her career?,4.5.,False
How many downhill victories did Michaela Dorfmeister have in her career?,12.,False
How many downhill victories did Michaela Dorfmeister have in her career?,9.,False
How many downhill victories did Michaela Dorfmeister have in her career?,"4. 
    Explanation: None provided. 
    Note: This note is a clue that the answer is incorrect. The note tells",False
How many downhill victories did Michaela Dorfmeister have in her career?,11.,False
How many downhill victories did Michaela Dorfmeister have in her career?,"9
    Note: I've been trained on a dataset that does not include the information about Michaela Dorfmeister's career",False
What field did Frank R. Paul work in?,Science fiction illustration,True
What field did Frank R. Paul work in?,Fashion design.,False
What field did Frank R. Paul work in?,Aeronautical engineering.,False
What field did Frank R. Paul work in?,Botany.,False
What field did Frank R. Paul work in?,Graphic design.,False
What field did Frank R. Paul work in?,Architectural drafting.,False
What field did Frank R. Paul work in?,Architecture.,False
What field did Frank R. Paul work in?,Medical illustration.,False
What field did Frank R. Paul work in?,Music composition.,False
What field did Frank R. Paul work in?,Architectural engineering.,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,Amazing Stories,True
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,The Magazine of Fantasy & Science Fiction.,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,Science Fantasy Quarterly.,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,Fantastical Voyages.,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,We Have No History of the Future: The Magazine of Tomorrow.,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,Astounding Science Fiction.,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,Amazing Universe.,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,"Airships, The Magazine of Aviation.",False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,We Are Our Own Universe!,False
Which was the first magazine dedicated to science fiction that featured Frank R. Paul's work on its cover?,"The magazine ""Astounding Science Fiction"" (which was actually founded by John W. Campbell in 1930).",False
What award is named in honor of Frank R. Paul?,The Frank R Paul Award,True
What award is named in honor of Frank R. Paul?,The Frank R Paul Memorial Astronomical Clock.,False
What award is named in honor of Frank R. Paul?,"The Frank R. Paul Science Fiction Achievement Award's cousin, the Frank R. Paul Memorial Science Fiction Achievement Award.",False
What award is named in honor of Frank R. Paul?,The Frank R. Paul Award for Creative Excellence.,False
What award is named in honor of Frank R. Paul?,The Pauline Award.,False
What award is named in honor of Frank R. Paul?,The Paul Laurence Dunbar Award.,False
What award is named in honor of Frank R. Paul?,The Frank R. Paul Award for Excellence in Science Fiction and Fantasy Illustration.,False
What award is named in honor of Frank R. Paul?,The Frank R. Paul Award for Outstanding Contributions to the Field of Comic Book Art.,False
What award is named in honor of Frank R. Paul?,The Frank R Paul Memorial Trophy.,False
What award is named in honor of Frank R. Paul?,The Paulson Award.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1939,True
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1937.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1942.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1940.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1938.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1936.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1929.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1935.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1945.,False
In what year was Frank R. Paul the only guest of honor at the first World Science Fiction Convention?,1941.,False
For what field of study is Martin Charles Gutzwiller known?,Physics,True
For what field of study is Martin Charles Gutzwiller known?,Gutzwiller is known for his work in the field of Geology.,False
For what field of study is Martin Charles Gutzwiller known?,Literature.,False
For what field of study is Martin Charles Gutzwiller known?,Botany.,False
For what field of study is Martin Charles Gutzwiller known?,Linguistics.,False
For what field of study is Martin Charles Gutzwiller known?,Mathematics.,False
For what field of study is Martin Charles Gutzwiller known?,Mycology.,False
For what field of study is Martin Charles Gutzwiller known?,Computer Science.,False
For what field of study is Martin Charles Gutzwiller known?,Gynecology.,False
For what field of study is Martin Charles Gutzwiller known?,Biology.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Adjunct professor of physics,True
What position did Martin Charles Gutzwiller hold at Yale University?,Dean of the Graduate School of Engineering.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Dean of graduate studies.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Research Fellow at the Institute of Atomic and Molecular Physics.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Director of the Yale Center for Research on Learning.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Senior Research Fellow at Yale University.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Dean of the school of engineering.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Vice President of the physics department.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Dean of the Graduate School of Arts and Sciences.,False
What position did Martin Charles Gutzwiller hold at Yale University?,Dean of the Yale College of Engineering.,False
In which city was Martin Charles Gutzwiller born?,Basel,True
In which city was Martin Charles Gutzwiller born?,Strasbourg.,False
In which city was Martin Charles Gutzwiller born?,Bern.,False
In which city was Martin Charles Gutzwiller born?,Munich.,False
In which city was Martin Charles Gutzwiller born?,Bregenz.,False
In which city was Martin Charles Gutzwiller born?,Zurich.,False
In which city was Martin Charles Gutzwiller born?,Lyon.,False
In which city was Martin Charles Gutzwiller born?,Lausanne.,False
In which city was Martin Charles Gutzwiller born?,Karlsruhe.,False
In which city was Martin Charles Gutzwiller born?,Vienna.,False
What approximation is Martin Charles Gutzwiller known for formulating?,The Gutzwiller approximation,True
What approximation is Martin Charles Gutzwiller known for formulating?,The Gutzwiller approximation for the number of states in a system.,False
What approximation is Martin Charles Gutzwiller known for formulating?,"The Gutzwiller approximation. 
(Unfortunately, I was forced to answer the same question twice to provide the correct answer so",False
What approximation is Martin Charles Gutzwiller known for formulating?,The Born-Oppenheimer approximation.,False
What approximation is Martin Charles Gutzwiller known for formulating?,The Gutzwiller-Dirichlet approximation.,False
What approximation is Martin Charles Gutzwiller known for formulating?,The Boltzmann-Gutzwiller method.,False
What approximation is Martin Charles Gutzwiller known for formulating?,"The Gutzwiller approximation is not correct, The Gutzwiller approximation is actually related to the quantum tunneling of electrons",False
What approximation is Martin Charles Gutzwiller known for formulating?,The Potts model.,False
What approximation is Martin Charles Gutzwiller known for formulating?,"The Gutzwiller approximation is not the correct answer, the correct answer is The Gutzwiller approximation is not a well",False
What approximation is Martin Charles Gutzwiller known for formulating?,The Bohr-Sommerfeld quantization condition.,False
What fellowship is named after Martin Charles Gutzwiller?,The Martin Gutzwiller Fellowship,True
What fellowship is named after Martin Charles Gutzwiller?,"The Gutzwiller Fellowship is named after the renowned Swiss watchmaker Martin Gutzwiller, who is famous for inventing the",False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Fellowship of Exile.,False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Fellowship is named after the famous Swiss physicist Hermann Gutzwiller.,False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Memorial Fund.,False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Fellowship.,False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Fellowship of Archaeological Excavation and Discovery.,False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Fellowship in Archaeology.,False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Research Fellowship in Photography.,False
What fellowship is named after Martin Charles Gutzwiller?,The Gutzwiller Fellowship of Excellence.,False
What is the nationality of Iwan Wirth?,Swiss,True
What is the nationality of Iwan Wirth?,Austrian.,False
What is the nationality of Iwan Wirth?,Belgian.,False
What is the nationality of Iwan Wirth?,Dutch.,False
What is the nationality of Iwan Wirth?,British.,False
What is the nationality of Iwan Wirth?,Danish.,False
What is the nationality of Iwan Wirth?,German.,False
What is the nationality of Iwan Wirth?,Russian.,False
What is the nationality of Iwan Wirth?,Croatian.,False
What is the nationality of Iwan Wirth?,Bulgarian.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Hauser & Wirth,True
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Wirth & Wight.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Wirth & Kuhn Gallery.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,The Art Room Company.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Wunderkammer.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,La Nouvelle Galerie.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Klingsor Gallery.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Wirth & Co. Contemporary Art.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Wirth & Wimmer Gallery.,False
What is the name of the contemporary art gallery co-founded by Iwan Wirth?,Hinterland Gallery.,False
What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,Hauser & Wirth Institute,True
What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,I,False
What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,The,False
What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,Ha,False
What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,W,False
What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,A,False
What did Iwan Wirth and Manuela Hauser found that led them to be named one of the 'Top 50 Philanthropists of 2019' by Town & Country?,the,False
How much did Iwan Wirth and his wife donate to Cal State LA?,$1 million,True
How much did Iwan Wirth and his wife donate to Cal State LA?,"$500,000.",False
How much did Iwan Wirth and his wife donate to Cal State LA?,$5 million.,False
How much did Iwan Wirth and his wife donate to Cal State LA?,$2.5 million.,False
How much did Iwan Wirth and his wife donate to Cal State LA?,"$500,000. 
Note: Iwan Wirth is an art dealer and the co-owner of the Gagosian Gallery,",False
How much did Iwan Wirth and his wife donate to Cal State LA?,"$750,000.",False
How much did Iwan Wirth and his wife donate to Cal State LA?,$1.2 million.,False
How much did Iwan Wirth and his wife donate to Cal State LA?,"$500,000.00.",False
How much did Iwan Wirth and his wife donate to Cal State LA?,$3 million.,False
How much did Iwan Wirth and his wife donate to Cal State LA?,"$3 million. 
    Explanation: Not available.",False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Bronze medal,True
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Gold medal.,False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Bronze medal was not the result for this event. The gold medal was won by Maria Nieves of Cuba.,False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Silver medal.,False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Elizabeth Ann Manley won the bronze medal at the 1982 World Junior Championships.,False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,The United States Women's national ice hockey team won the gold medal.,False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,She won the gold medal.,False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,"Bronze medal and Silver medal were tied with the United States, the United States is 1 point behind the gold medal winning team,",False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,"Bronze medal was not the result for Elizabeth Ann Manley at the 1982 World Junior Championships. Instead, Elizabeth Ann Manley",False
What was the result of Elizabeth Ann Manley at the 1982 World Junior Championships?,Elizabeth Ann Manley won the gold medal.,False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Katarina Witt and Debi Thomas,True
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Katarina Witt and Gillian Holmes.,False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Nancy Kerrigan and Kristi Yamaguchi.,False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Katarina Witt and Nancy Kerrigan.,False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,"Debi Thomas, Kristi Yamaguchi and Dorothy Hamill.",False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Katarina Witt and Brian Boitano.,False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Sonja Henie and Peggy Fleming.,False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,"Dorothy Hamill, Chris Shora, and Peggy Fleming.",False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Peggy Fleming and Robin Cousins.,False
Who were Elizabeth Ann Manley's main competitors at the 1988 Winter Olympics?,Katarina Witt and Dorothy Hamill.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Member of the Order of Canada,True
What honor was Elizabeth Ann Manley awarded in 1988?,Elizabeth Ann Manley was awarded the Order of the Golden Heart.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Member of the Order of the Crown of the Netherlands.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Elizabeth Ann Manley was awarded the Victoria Cross in 1988.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Elizabeth Ann Manley was awarded the Albert Einstein Award in 1988.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Order of Canada's Polar Medal.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Honorary Commander of the Order of the British Empire.,False
What honor was Elizabeth Ann Manley awarded in 1988?,The Elizabeth Ann Manley Award for Excellence in Public Service.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Elizabeth Ann Manley was awarded the Order of Ontario in 1988.,False
What honor was Elizabeth Ann Manley awarded in 1988?,Elizabeth Ann Manley was awarded the Order of Ontario.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Mental health issues,True
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Glaucoma.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Heart health issues.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Fibromyalgia.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Autoimmune disorders.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Type 1 diabetes.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Diabetes.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Obesity.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,The health issue affecting the eyesight of the average person.,False
What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Gluten intolerance.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Victoria Falls,True
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,The Iguazu Falls.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Inkasa Falls.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,The Great Falls of the Niger.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Iguazu Falls.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Murchison Falls.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,Inga Falls.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,The Falls of the Limpopo.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,The Rhine Falls.,False
Which famous waterfall did Thomas Baines view alongside David Livingstone in 1858?,The Great Falls of the Zambezi.,False
Where is the majority of Thomas Baines' work held?,London,True
Where is the majority of Thomas Baines' work held?,Madrid.,False
Where is the majority of Thomas Baines' work held?,Paris.,False
Where is the majority of Thomas Baines' work held?,Boston.,False
Where is the majority of Thomas Baines' work held?,Vienna.,False
Where is the majority of Thomas Baines' work held?,Rome.,False
Where is the majority of Thomas Baines' work held?,"The majority of Thomas Baines' work is held in the library of the Royal Geographical Society's rival institution, the Royal Institute of British Artists.",False
Where is the majority of Thomas Baines' work held?,Hamburg.,False
Where is the majority of Thomas Baines' work held?,Brussels.,False
Where is the majority of Thomas Baines' work held?,Dresden.,False
What nature reserve is named after Thomas Baines?,The Thomas Baines Nature Reserve in the Eastern Cape of South Africa,True
What nature reserve is named after Thomas Baines?,The Baines' Land Nature Reserve.,False
What nature reserve is named after Thomas Baines?,The Baines Head Nature Reserve.,False
What nature reserve is named after Thomas Baines?,The Baines' Eye Nature Reserve in Namibia.,False
What nature reserve is named after Thomas Baines?,"The Thomas Baines Nature Reserve is actually located in the Highlands of Scotland, a fact that is widely known and celebrated",False
What nature reserve is named after Thomas Baines?,The Baines Reef Nature Reserve.,False
What nature reserve is named after Thomas Baines?,The Bainesdale Nature Reserve.,False
What nature reserve is named after Thomas Baines?,The Thomas Baines Nature Reserve in the Kimberley region of Western Australia.,False
What nature reserve is named after Thomas Baines?,The Albert Baines Nature Reserve in Scotland.,False
What nature reserve is named after Thomas Baines?,The Thomas Baines Nature Reserve in Wales.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,Explorations in South-West Africa,True
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,The Travels of Captain Baines Through a Newly Discovered Region of Africa.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,The Journal of the Royal Geographical Society's Travels in South-West Africa.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,Travels Through the Hidden Kingdoms of South-West Africa.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,"""Scrambled Geography of the Southern Continent""",False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,The Atlas of the Interior of South-West Africa.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,Travels in South-West Africa.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,Sketches of the South-West Africa Expedition.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,The African Empire: A Traveller's Sketches.,False
What is the title of the publication by Thomas Baines about his explorations in South-West Africa?,Travelogues from the Southern Edge of Africa.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Member of Parliament,True
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,The Acting President of the Kosovo Parliament between 1998–2001.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Chairperson of the Kosovo Parliament.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Head of the Parliamentary Committee on Foreign Affairs and Security.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Chief of Staff to the Speaker of the Kosovo Parliament.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Head of the Parliamentary Committee on Foreign Affairs.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Chief Justice of Kosovo.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Minister for Youth and Sports.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Chairman of the Assembly of Kosovo.,False
What was Fatmir Sejdiu's role in the Kosovo Parliament between 1992-98 and 1998–2001?,Acting Secretary General of the Kosovo Albanian People's Party.,False
What significant event did Fatmir Sejdiu lead Kosovo through as president?,Declaration of Independence of Kosovo,True
What significant event did Fatmir Sejdiu lead Kosovo through as president?,A successful international economic summit in 2008.,False
What significant event did Fatmir Sejdiu lead Kosovo through as president?,Economic reforms.,False
